X1,X2,X3,X4,X5,X6
0.7923,0.4958,-1.6164,0.0208,4.6571,-4.7782
-0.3075,-0.5817,-1.3061,-0.052,0.3998,-0.2796
1.9963,0.6486,-2.3461,-2.4687,3.2035,0.2597
0.0768,-0.9632,-2.2256,-0.2375,-0.6445,1.1852
0.3458,1.2138,0.5951,-0.0071,-4.333,1.1946
-0.5538,0.3589,-1.2891,-0.4656,1.7759,-1.8582
-0.6927,2.6935,-0.0073,1.8048,-1.6838,0.8974
-0.6181,-0.2159,-2.382,-0.1292,2.4158,-2.7955
1.2712,1.1979,-0.3304,1.2287,-0.2262,-2.0936
0.6933,0.6722,-1.1779,-1.3789,1.6674,-3.5511
-2.3524,-0.243,-1.6906,-0.0232,-0.2543,0.0253
-2.0949,-3.1023,0.83,-0.365,-1.6006,-0.3702
-2.5455,-0.2672,0.5644,0.1716,0.1129,-0.5833
-1.537,-0.2636,0.6238,1.0026,-1.7737,1.0506
-0.9056,-0.8668,0.7477,0.4473,-1.3921,1.0564
-1.9465,2.4645,-0.9243,1.1933,-0.9294,-1.1418
1.6236,1.2807,0.0677,-1.822,0.4383,2.8283
1.523,1.3154,4.0633,0.1252,-4.7371,5.8112
2.1734,-0.981,-1.2835,1.0176,1.3218,-2.4427
2.772,0.8082,0.1239,-0.8051,-0.6477,1.0328
0.1522,0.184,-0.6597,0.2187,1.8603,-2.8991
-2.0366,0.0217,1.9038,2.6785,-2.0624,2.074
-2.0418,0.9779,0.2435,2.5189,0.5677,-2.3642
0.8954,-0.0858,2.1623,0.8956,-1.0909,2.6261
-1.336,1.7943,-2.3987,-3.0064,0.9533,-0.9398
1.4179,0.2314,-0.3884,-2.3569,1.2525,1.5804
4.77,-1.6291,-0.8645,-3.2063,-0.2772,2.6527
-0.0093,-0.0159,-0.3017,1.1375,-0.0264,-1.1842
0.2707,0.1853,0.5154,-1.0543,-0.2078,0.8502
2.3991,1.4569,1.0383,0.6703,-1.8618,2.926
-1.3629,-2.2028,-1.169,-0.2317,0.8115,0.347
1.1818,-0.7148,1.2673,0.3416,-0.3772,-1.3666
0.7937,-0.1044,0.4536,2.1381,0.2049,-2.7141
1.3274,0.4484,-1.217,-1.9506,1.4515,-0.4407
0.7966,0.2829,0.2244,-1.5767,-0.6643,3.7115
-1.2247,0.6255,1.3011,1.6699,-5.4016,1.4276
-0.9365,0.4931,-0.5886,-1.8747,1.1542,2.3676
2.3062,-1.0788,-0.0119,2.128,0.7535,-4.0138
1.4458,-2.3424,0.794,-1.5023,-1.8945,3.3426
-0.601,2.1888,-1.5776,-0.032,0.3978,-0.7649
0.3654,-1.2025,1.093,1.6164,-1.3356,-0.7942
-0.9095,0.8156,0.657,0.18,0.4303,-1.0537
0.312,-0.6771,1.2915,2.216,-0.1235,-1.8834
-1.353,1.1941,-0.397,2.5858,0.9694,-2.4642
0.6921,1.5144,-1.8851,-3.5851,-0.3823,5.8499
1.3988,-0.4761,2.1723,-0.9858,-1.9709,5.5094
-0.4996,0.5044,0.5872,0.4954,-0.3481,-0.2596
-0.3846,0.2509,-1.9808,-1.0435,0.6045,0.8128
-0.4514,-0.1489,-0.3086,0.4069,0.2096,-0.9285
-1.019,0.7407,-0.1722,1.2252,2.6585,-2.3223
-0.4391,1.5254,-0.757,-2.3572,0.9548,-1.1942
-1.4171,-0.1927,-2.0111,-0.4188,4.1884,-3.1811
0.211,-0.6973,-1.2868,-0.768,-0.4261,0.5591
2.1721,-0.8263,-3.5908,-2.7769,5.2886,-4.9227
0.7275,2.0893,-0.0201,1.2793,-0.0555,-1.9264
1.0816,-1.2352,1.4708,-1.7233,-1.6669,2.4232
-0.0873,2.6734,0.8441,1.3779,-2.2301,0.295
-0.5184,-0.1487,0.4831,1.6318,-2.2703,2.1901
-0.5246,-0.2279,0.6774,0.763,-1.5886,-0.0941
-0.1194,-1.1857,-1.2037,-0.961,-0.2374,1.0158
2.7897,1.2536,1.9713,0.352,-0.8565,0.9107
0.2387,1.485,-1.3336,-3.3693,0.2865,0.5333
1.0787,0.1361,1.3646,0.2053,-2.1585,2.8903
-0.1723,-1.4379,0.6289,1.5228,2.0371,-4.0759
-0.0963,-1.6304,0.5755,-2.0701,1.6488,0.0785
-2.1924,-1.9544,0.3101,0.8155,-2.483,0.7801
-0.75,-2.7519,0.9258,1.4135,0.066,0.2853
0.3675,-0.1943,3.0533,3.0957,-0.0343,-3.7303
0.9236,0.8171,-0.5743,-2.0445,0.0205,-1.5584
-1.1393,1.154,0.9175,-0.7295,-0.5876,-0.4224
0.842,0.5293,1.1336,1.0838,-0.7565,1.3479
-0.7874,-0.8581,2.4979,2.0743,-2.9123,-2.0228
-1.6546,0.0351,1.0727,-0.6324,-1.3102,0.4464
0.051,0.6847,1.7186,1.6452,-3.0948,1.1807
-0.1296,-1.0289,-0.9202,1.2323,1.5455,-2.9268
0.5099,-0.7696,1.7805,0.8041,-0.2997,-2.0874
0.0755,-2.7883,-0.9997,-1.0537,1.7994,0.099
-0.5709,-2.4775,-0.8983,-0.7019,0.2633,0.0109
1.2183,-2.8564,-2.1253,-1.1809,0.7311,0.8752
0.1532,-2.4041,0.3515,0.8737,1.8181,-3.0929
-0.6707,0.4022,1.7519,2.4465,-1.6022,-1.0749
1.5862,-2.5169,-0.142,0.1499,0.4727,1.7335
0.4324,0.7673,-0.6216,-0.8522,1.6884,-1.2172
-0.0113,0.2765,-0.5084,1.0764,1.4136,0.0826
-0.2581,1.1708,-2.3924,-0.0449,0.0466,-2.917
0.1176,-2.6301,1.5676,1.6053,-0.8547,1.3767
-0.1666,-1.8872,-0.171,-0.1619,-0.7513,0.9148
-0.6997,0.7113,0.9704,2.1274,-2.788,-1.566
0.012,0.0931,1.246,-0.5277,-2.4898,4.8646
-1.4894,-0.0779,0.2746,-2.356,0.2592,1.8039
0.1041,-0.1659,2.3762,2.8842,-1.2586,-3.4165
0.7253,-1.7669,-0.4726,-0.6971,-0.6697,-0.0333
0.3087,-2.2282,-2.0046,1.5816,4.5015,-6.3949
-1.0474,3.2218,2.0697,1.8063,-2.6228,0.7376
0.2596,0.087,0.0397,1.7817,1.8266,-2.3744
0.5412,-1.5062,-1.2789,-0.4627,-0.8143,0.4592
0.6206,2.585,0.0845,-3.2809,1.4958,0.1877
0.7342,-0.1383,-1.5965,-1.6329,2.6322,-1.0095
-0.6098,-0.2188,-0.0776,0.6907,0.768,-4.3049
1.4562,0.1715,2.0185,0.0667,-0.9256,-1.8784
2.8794,1.4721,-2.1636,-3.4995,2.4253,0.3567
-0.7064,-0.5842,0.0829,1.2608,-1.1901,-3.4172
-1.1884,0.5747,0.7234,1.66,-2.2355,1.13
1.6299,0.1701,-2.8107,1.0139,3.753,-3.9445
-2.1004,0.3334,1.6082,0.6083,0.211,-2.3018
-0.4285,0.1519,-1.9263,-3.2723,1.1513,-1.7539
-3.6165,-3.2844,-1.7016,0.7704,2.4419,-1.9891
1.4276,0.8054,-1.4634,-1.3889,1.8511,-2.21
-0.0196,0.8874,1.2217,2.1409,-0.6016,1.7562
-2.4688,2.5297,0.4095,1.4043,-0.2714,0.4424
0.8342,0.9883,0.2025,0.0356,0.2483,-0.9792
-0.127,0.1588,-0.8306,-0.8055,0.6139,0.4793
-1.5622,-0.5788,-2.2056,-0.0407,-0.5483,-0.1776
-1.1846,0.7155,0.6454,2.5701,-0.4195,-3.9895
-2.2632,-1.2991,1.0818,2.0957,0.0357,-2.5374
2.5059,0.0229,0.3803,-1.7436,-0.191,1.8414
-1.9762,0.0907,-0.4005,-1.1323,0.008,-0.7649
-0.903,-1.298,-1.0581,-1.6999,1.3784,-3.3689
0.9922,2.3969,-0.7393,-0.0392,-0.3317,-0.6498
0.6081,0.5797,0.8487,-0.2818,-1.0242,1.6276
-0.5136,-0.9484,-0.9268,-0.157,2.1475,-2.69
1.9705,-1.6787,-0.1508,-0.7881,-2.7286,2.6906
-0.5,-0.7118,-0.7847,0.6836,1.8318,-0.757
-3.065,0.9764,0.538,1.3121,0.3427,-1.3295
0.0084,-3.0088,-0.14,-0.544,0.172,1.5462
0.5623,-0.4891,1.3749,1.6931,0.2342,-1.9158
-3.0746,-2.0109,1.9342,3.8912,1.4547,-3.9638
1.6687,-0.4422,0.6227,-1.4198,3.2509,-1.2127
2.3149,-0.4696,0.942,-2.995,-0.4724,3.0247
-1.5062,-0.6034,-0.5748,1.0265,-1.2332,1.0831
0.1109,-0.7017,-0.6545,0.2422,-1.0801,-2.5062
0.1326,-1.0512,1.1897,-0.1668,-1.9961,1.7352
0.4626,-0.8082,-0.5421,0.0954,-2.5592,0.6036
0.5918,0.1158,0.7617,-2.0091,0.0106,2.215
1.925,-3.1707,-0.9087,-0.0445,4.0545,-3.9035
1.4085,1.0479,2.0007,1.1505,-1.1307,1.5808
3.2209,-0.478,-1.101,-4.4578,3.2307,-0.7301
0.492,-1.4569,-0.0218,0.0733,0.2385,-0.6146
0.3142,0.7882,-1.4134,-1.6691,2.2736,-3.3626
0.1443,-0.2543,0.6964,1.059,-1.2015,1.9639
-0.829,-0.0053,0.8682,-0.9184,-1.6369,1.4177
1.4549,-1.3746,-0.9926,-2.5819,2.4544,0.8925
-1.3658,-0.8112,0.5942,-1.1227,-2.6755,1.4548
-1.2263,-0.7975,-0.6408,-0.6981,0.6298,0.0811
-2.8669,0.0224,2.3719,1.2352,-1.5613,-0.59
-0.1138,1.6709,1.5117,1.6704,0.8282,-2.198
-0.3533,0.4432,0.4714,-2.0504,-1.5127,5.2568
1.3807,-0.9036,-1.376,0.8067,1.1167,-3.8074
0.2221,-0.8474,3.0362,3.0975,-1.2778,-3.371
-0.7797,1.002,-0.4728,-0.0739,-0.0795,1.8239
-0.0899,0.5388,-0.7934,-1.4564,1.4015,0.4929
1.7333,2.1351,-0.5638,-0.2733,-1.2798,3.2373
-2.3044,0.4169,-1.3343,1.3238,1.0362,-1.9448
0.2288,1.342,-0.3166,-0.3909,7.3571,-4.7477
1.4765,1.8281,-1.0292,-0.8967,0.4774,0.4633
1.1073,-1.1597,0.8309,0.1002,-2.7697,0.3777
-0.424,0.8805,-1.7248,1.4922,0.8197,-2.069
-1.692,1.8412,3.1391,3.9142,-3.9362,3.0944
-2.5927,-0.6451,0.9554,1.4713,2.3554,-3.7875
1.0552,-0.695,-1.5044,-2.6939,1.9311,0.3068
-1.3671,-0.12,1.8864,2.8572,-1.0089,-0.5155
0.7034,1.9187,-0.543,-2.358,1.8808,-2.1621
-1.1657,-0.1196,1.4259,0.7173,-0.4953,-0.3162
-1.2217,0.6833,-1.0453,1.6053,0.3399,-2.5545
3.5936,0.4203,-0.6453,-3.2061,-0.0625,3.0579
-2.792,1.2295,2.6931,6.4797,-2.9946,-1.8237
0.9296,1.2773,-0.1057,1.7628,1.0979,1.2547
0.9489,1.5528,1.1951,-0.6302,0.1077,0.0279
0.1806,1.5819,-2.3549,-3.5792,-1.6159,3.0206
1.7854,-1.7311,1.9842,0.1195,1.5121,-0.5125
0.2015,-0.1947,-1.4378,-1.3053,0.3792,1.3251
-0.1536,0.3904,2.1606,1.3146,-0.4675,-0.4699
-0.9344,1.0664,-0.4914,-0.0559,-0.5126,0.6152
-0.1013,-2.6136,0.0438,-3.3701,-2.0972,7.031
-0.2864,-1.3118,-0.6344,-1.1243,-0.3314,0.6283
-0.04,-0.8927,1.1762,-0.4046,0.6222,1.4024
1.2739,-0.9013,0.8071,0.91,-1.3082,0.642
0.1554,-0.4186,-2.5364,-1.5713,2.2561,-1.7786
0.2943,0.3555,2.2453,1.87,-0.8883,-0.4294
0.6072,-0.2857,1.5459,1.7959,-4.6325,0.7249
1.8141,-0.0631,0.7566,-1.8218,-0.8205,1.9688
-2.1897,0.4106,0.5356,2.9564,1.2487,-3.0338
0.8211,1.3982,0.9912,0.1454,-0.2061,0.2237
-0.3706,1.2279,-0.6509,-2.5962,0.9662,1.7041
0.9562,-0.5114,0.7308,2.649,-0.4891,-0.4807
-1.1737,-1.4525,-0.0148,-3.388,-1.4596,3.1637
2.8232,0.4662,0.9332,-4.1765,0.8459,2.8328
-0.5996,0.8317,0.1147,2.9417,-1.6163,-1.5876
4.4148,-0.8493,1.7127,-1.4366,-0.1234,2.1169
0.1494,0.1837,0.1561,3.7607,-2.4161,-0.2768
1.4262,0.3055,-1.0462,0.0645,2.1324,-0.9224
-0.2055,-0.7665,-0.0321,-0.5374,0.3929,-0.2855
3.2063,2.2443,-2.9685,-1.357,2.5062,-3.0639
0.9993,0.6436,-0.8554,-0.6563,2.4699,-0.9334
-0.0336,0.7433,-0.0597,-2.0992,-2.8622,4.1903
1.0092,0.958,1.8324,1.3471,-3.0434,1.5781
0.1315,0.1918,-0.8581,-0.9246,0.3427,1.3723
3.3517,-0.5694,0.8698,1.104,-2.642,0.665
2.2994,-1.8589,1.3479,0.4841,0.5551,-2.2032
0.1382,0.0918,-1.6852,-0.2045,3.5857,-2.0573
-0.7553,1.9209,0.6384,3.0789,0.3484,-2.3277
1.2056,-0.4568,-0.6059,-1.9282,2.5813,0.315
-0.6435,1.267,1.0223,1.0888,-0.0937,1.7249
-1.0746,-0.9029,1.6807,1.9789,-0.9893,-0.6953
-1.5474,1.1469,0.8265,-0.865,-1.6121,2.1822
-2.0813,-0.9369,-1.615,0.6951,0.4615,-0.1056
-2.3405,2.917,0.3315,1.2336,0.1755,0.0791
1.158,0.1853,-0.1079,0.1914,-0.3566,-2.3856
1.1585,-2.4382,0.1063,-1.4329,-0.0487,1.5509
1.0383,-0.5138,1.3441,-0.3084,-1.2758,2.5796
0.0665,1.9111,0.4198,4.6281,-1.1244,-2.5836
-0.2342,-3.1097,-0.4276,-2.5975,1.5256,1.8868
-2.6623,-1.6727,1.6266,4.2234,-0.3773,-3.7166
-1.1517,0.421,0.466,2.3358,1.286,-2.7479
0.5913,-3.7072,0.6382,-0.8999,0.5761,-0.2664
1.2551,-0.4506,-1.2695,0.331,1.4787,-2.2991
-0.1982,-0.7362,-1.7991,-4.4781,2.4098,2.8672
-1.752,0.2971,1.2172,1.2055,-1.0289,0.0149
-1.4896,1.7837,1.1328,1.2051,0.2328,2.7466
-0.1893,-1.7803,0.5557,1.0624,-1.3785,0.8583
0.9744,-1.8073,-0.9998,-2.1189,-1.4783,2.2826
-2.4802,-0.6715,-1.312,0.6143,1.3133,-4.9159
0.7877,-2.9266,-0.4377,1.8871,-0.0071,1.201
-0.3426,1.8822,-0.2024,0.5176,0.3142,-1.319
0.9831,-0.1295,0.2259,-1.2435,-0.2119,2.7849
-1.0123,-0.891,2.1469,1.7275,-0.5491,2.6579
2.0551,-0.5236,0.0956,-0.6341,-0.2185,-0.6425
1.792,-0.2593,-0.365,0.2983,-0.9592,-0.7931
-0.7587,-1.4468,3.6759,1.9976,-2.1899,1.6982
0.4718,-0.0969,-0.4989,-1.3338,0.1963,1.0139
-0.6313,0.969,0.8144,2.0926,0.9318,-1.5086
-0.6391,-0.1974,2.0343,1.0644,-1.6078,-0.3781
1.8991,0.8999,1.3623,1.3994,-0.7845,0.0289
-1.9121,0.1354,-0.8713,3.1491,-1.8009,-2.4382
1.9549,0.3707,0.6933,-0.5505,2.5815,0.0208
-0.1483,1.5696,0.6584,0.7192,-1.2936,2.0094
0.1333,-1.1007,0.2969,-2.075,-1.0582,2.9773
-1.7392,-0.393,-0.2375,-1.1263,0.3423,2.4526
-2.2192,0.0924,0.1982,3.4341,0.0135,-1.6285
-0.6242,-0.8993,-2.8435,0.2948,5.0162,-3.1335
3.6615,-3.1987,0.5666,-0.4344,1.645,0.9842
1.0105,1.7089,-1.6288,-1.9152,1.6242,1.0703
-1.0278,-0.2031,1.2378,2.7178,-2.7698,-0.8738
2.0007,2.0452,-0.5487,-1.2942,0.733,0.6419
2.0515,1.4749,0.8599,-0.8789,-0.792,-2.026
0.669,0.1,-0.7669,-2.0108,0.6591,0.2985
-0.6513,1.4406,-0.121,-0.1492,0.8032,-1.9528
1.9917,1.7925,-0.1002,1.6393,0.179,-2.9308
-1.43,-2.0545,2.6457,0.8606,-0.5133,-2.0027
1.1864,-2.5824,-0.6714,-2.4407,1.2212,3.3888
-1.5656,0.7297,-0.5858,0.7714,1.5262,-1.3887
-0.2955,-2.1996,0.0849,0.4548,0.2517,0.0786
2.079,-0.7749,1.4702,1.0935,0.8431,-1.4548
0.4979,-0.399,0.3616,-0.63,-1.458,1.0462
-0.0727,-0.6274,0.3157,0.8392,0.9935,-3.443
1.398,1.1645,-2.9907,-5.195,0.935,2.417
0.1281,2.4473,0.4233,-1.1669,0.4221,-1.6424
0.7829,0.2067,-1.262,-1.2185,-1.9622,2.8383
0.2429,-2.3817,-0.2113,-0.9829,1.7069,-1.4579
-2.2349,-0.2387,0.1541,1.4486,-0.0207,2.9901
1.0155,0.6621,-1.5406,-0.871,1.0566,0.6338
-1.2259,-0.9026,-1.689,-1.2164,1.4801,0.8316
1.5114,-0.2224,0.5012,-2.0096,1.718,1.19
-1.1728,1.2032,1.1954,2.6129,0.0399,-0.3052
1.536,1.1279,1.4963,2.3016,-0.971,-0.5309
-1.1143,0.7112,1.1203,0.9928,-1.5725,1.0057
-1.0022,-1.2545,-0.2112,-2.4092,2.8743,-1.0235
0.8319,-0.6308,0.4837,-2.0628,-0.5177,1.764
-1.4587,-0.8959,-1.369,0.8854,-1.7588,-1.2733
-3.4496,-2.646,-0.2534,1.0862,-1.7053,1.742
0.6444,1.1884,-1.7072,-0.4633,1.0689,0.4498
0.3972,1.2857,-0.0293,0.836,-1.9179,0.8597
0.1146,-0.0707,0.2004,1.5706,1.1071,-3.8091
0.0767,0.8574,-0.8731,-0.9909,-0.9443,1.0994
0.3188,1.2544,-0.6568,-2.6588,-1.3327,7.4047
0.9781,-0.4009,-1.9155,-1.3304,3.6119,-1.9692
-0.823,-0.6843,0.2177,1.4215,0.1626,-0.7098
0.8601,0.2513,0.5702,1.211,2.4148,-1.2675
-1.0147,4.1057,-0.7698,0.8216,0.1536,-3.4266
1.3008,1.6159,0.5694,-1.7199,0.4418,2.4864
-0.1408,0.4524,0.1438,3.0472,-0.1553,-3.0913
0.0843,1.5255,-1.0771,0.7208,-0.3199,1.0455
-2.5621,0.1154,1.2946,3.1599,1.132,-7.2379
2.3082,0.5638,0.9759,-1.5108,1.1775,0.2325
1.1725,1.7182,1.9917,0.3493,-3.501,4.3973
0.9443,-1.004,0.1941,1.4856,-0.0328,-0.9427
0.7273,-0.2257,1.4065,0.4527,-1.0249,0.1268
0.2822,-0.3827,-0.5327,0.0886,0.6236,-1.5514
0.8278,-2.1385,0.3202,1.022,-0.2183,-0.9408
1.7069,2.2191,1.4181,-1.6643,-0.4656,0.87
0.0125,-1.6675,0.8586,0.4394,-0.1116,-0.1994
1.9082,2.3433,0.8907,0.2651,0.5245,-4.2215
-0.8071,-1.7776,2.6107,-0.5387,-3.3661,3.2352
2.5546,0.9135,1.0476,0.9542,0.4652,-0.5503
-1.5021,0.3383,2.8345,1.8619,-2.1154,1.1023
0.6321,-1.0995,0.6622,3.3608,-0.5943,-4.803
2.2125,-1.9821,-0.3154,-2.1324,2.4353,0.2919
-0.6541,-0.0607,2.8009,3.7856,-2.5546,0.1115
-3.6488,-0.3585,-0.4892,1.1126,-0.6449,-0.3461
-1.2377,-0.9879,1.8914,3.0438,-2.7857,1.3911
-1.4071,1.1555,-1.6029,-1.6141,1.8069,2.4593
0.976,-1.8926,3.1337,1.6262,-2.5131,2.9168
-1.2016,1.104,-0.8441,2.4212,2.8189,-5.3678
2.1506,1.3926,0.0449,0.2877,2.5376,-1.8721
-0.3208,0.8958,0.2852,2.6376,0.5856,-1.4635
0.9858,-3.7675,-1.1317,-1.1631,1.0257,1.2229
-2.5331,-1.2219,-0.9325,1.2756,-1.5483,0.0643
1.9635,1.1538,1.0397,0.2642,-1.1205,2.4826
-2.2968,-0.4928,0.9521,1.8114,0.9845,-4.9964
-1.739,1.0814,0.1157,-0.0301,1.2241,-0.1244
1.4332,0.7912,2.5125,1.1344,-1.9581,0.1956
-0.258,-1.0831,1.0291,0.1501,-0.5788,1.8077
-1.9915,1.2515,-1.5947,-0.1938,3.5661,-0.8739
0.7968,1.4443,-1.0536,1.1695,1.5939,-1.5176
1.8561,-3.2756,1.0369,-0.5756,-0.6396,1.657
-2.5333,-0.1185,-2.1151,0.7595,0.4515,-1.6041
-1.6875,-1.0617,-0.459,0.91,1.0157,-2.1177
-0.1573,0.9702,1.3037,-0.2428,-0.6568,0.0229
-1.4657,-0.4878,1.8383,-0.7745,-1.1165,2.297
1.5026,2.357,-0.8675,0.2183,1.1155,-1.2517
-0.0009,-2.033,0.7394,2.9694,0.9378,-0.0473
-0.3094,-1.7982,0.325,1.9879,1.5697,-3.7773
-0.6311,1.559,0.6444,0.126,-1.5385,0.2414
-1.0194,-0.1074,1.9805,0.7601,0.9326,-0.8644
0.8331,0.9919,1.0463,-1.2928,-4.0227,4.1184
-0.7535,-0.8901,-0.1447,0.4475,0.7654,-2.8889
-1.7482,-0.3496,-0.8019,1.0543,-2.0367,1.6301
-1.9083,1.104,-0.3031,1.448,-0.5734,-1.9872
-0.1651,0.9252,1.4584,1.5295,-2.8875,-0.0075
2.462,1.1372,-0.0891,1.0787,0.5268,0.907
-1.8635,-0.5622,-1.3481,1.693,1.777,-2.1166
-0.7518,-2.368,-1.7857,-0.4164,1.2011,2.055
-0.7192,0.2621,0.9236,0.468,-0.8709,-0.98
0.8862,-1.1063,0.6314,-1.3515,1.134,1.6967
1.3992,-1.5462,0.1567,-2.1035,0.6527,0.1416
1.1939,0.3081,1.7615,-3.1991,-3.4402,5.4563
-0.9906,0.3957,0.9256,2.098,-1.9859,2.2796
0.5759,1.7653,0.377,1.3935,0.0607,-1.668
1.9785,0.8889,0.1152,0.4681,0.0071,1.9484
-0.7771,-0.4476,0.7235,0.0474,-1.4201,-1.4497
-0.8109,0.228,-0.97,0.3574,0.5411,-0.6076
0.0678,0.923,-0.5601,-0.7875,3.5425,-0.8952
-0.1542,0.5223,1.2076,0.0447,-3.3361,0.4879
-0.1162,-1.8544,-1.079,-3.9729,1.3273,0.9047
1.5788,3.0697,0.5195,2.2533,0.1313,-2.114
1.4941,-0.1754,2.8458,1.4107,-2.4324,1.2371
2.439,0.3469,-1.7143,1.8789,0.0162,-2.6393
1.3178,-2.4453,0.2393,-2.121,-0.9221,2.2093
0.3068,0.6749,-1.37,-0.6772,2.5914,-1.6223
1.0914,-2.4643,0.0606,0.4588,-1.3879,0.6929
1.2142,-0.5624,0.3006,-1.7005,-2.4298,1.4115
0.8034,0.6052,-2.9828,-0.7728,4.5094,-2.5313
-0.1816,1.1729,-1.762,-0.2119,3.6715,-4.1736
-1.2984,0.9905,-0.263,0.3675,0.5763,0.3227
0.4996,-0.1505,-3.0972,-0.7567,3.4912,-2.139
1.6386,1.8779,-1.0429,1.1357,0.8257,-1.8646
-0.7414,-1.506,-1.6484,-3.273,0.1015,3.4314
-3.9296,-0.6939,1.8958,2.3356,-3.4707,-0.4243
0.7848,-1.0753,1.5063,1.2685,-0.8767,1.0621
-0.8042,-0.9191,0.1515,-1.9778,-2.2753,4.7341
-1.6265,-0.3972,-0.1311,3.9868,-2.4157,-1.2309
0.1703,-0.2747,-2.5067,0.3083,2.794,-2.5033
-1.0863,-0.3128,0.7865,2.473,-1.0828,0.3776
-0.4176,0.3349,0.972,2.842,-0.7628,-2.4817
-0.7084,-0.8052,-1.9666,-1.6119,3.2144,-0.7878
1.2012,-0.0264,-2.2793,-2.0508,2.0409,-1.3998
1.5847,-2.697,-0.8437,-1.9162,0.1331,0.9013
-0.773,-0.0241,0.5725,4.1972,2.5327,-4.6264
-1.5423,-2.5552,1.1892,4.6519,-3.6153,-2.1574
-0.2602,-0.0825,-2.9775,-0.0216,2.5947,-2.7918
-0.4823,-1.3751,-0.5404,-0.9612,-2.3132,3.263
1.7438,1.31,-1.1451,0.321,3.3982,-3.7776
-0.9147,-0.1058,0.8322,0.9031,1.9182,-1.7219
2.6872,-2.6047,0.0379,-1.1392,1.4266,-1.3744
-0.1927,2.2787,-0.1612,1.5517,1.772,-0.9003
-0.6837,-0.7803,1.283,-0.7591,-1.7058,0.0239
-1.8643,-0.8397,0.1031,4.5599,2.4023,-6.5595
1.1572,0.1172,1.7572,1.4061,-0.5291,-0.6653
-0.5815,-2.3428,2.2817,0.115,-2.111,3.0507
-2.1478,0.2453,0.9521,0.6617,0.1565,0.0681
0.0082,2.0876,-1.5954,1.4008,1.9026,-1.0124
-2.4705,-0.3625,2.2723,1.869,-3.1866,1.3561
-1.4462,-0.7092,-2.0582,-2.306,0.4171,-0.438
0.0699,2.0737,-2.3036,0.7051,2.359,-3.5305
2.0437,4.9612,-2.2847,0.5793,2.6071,-5.1657
-0.6779,1.6311,-1.7135,3.1211,1.4737,-4.7525
0.087,-0.6301,-0.9127,-1.029,2.0311,-0.6953
-1.7208,0.4037,-0.6807,-0.0069,2.0224,-0.4811
-0.5867,0.3992,-0.3335,-2.4631,-2.0053,4.2734
0.984,-1.4191,0.1787,1.7811,-0.4188,-3.1771
-2.3851,1.4609,1.3415,2.6287,-2.8014,1.0445
0.3543,0.6034,1.1637,0.5867,-0.7265,1.3254
-2.2428,0.9123,2.08,2.3451,-4.2794,2.1421
-0.3394,1.1808,0.3176,1.9444,-0.9754,-1.1393
-1.0908,1.9762,-0.3185,1.7458,-0.2283,-2.3077
3.4555,-1.0712,0.2318,-2.5498,0.5724,-0.2538
-0.8331,-0.1996,0.1942,-1.1733,1.9051,-1.6957
-0.1006,-2.3973,-0.1137,-0.3813,1.5272,-2.7002
-2.0375,-2.7125,0.764,0.5893,-0.7211,-1.1447
-1.3203,-1.1455,0.5775,0.783,0.489,-2.444
1.4473,-1.0612,-1.1263,1.1547,-0.2836,0.6524
-1.268,-1.3351,-0.0794,1.1911,0.1753,1.0723
-0.1188,-1.3366,1.0523,2.6943,-1.0769,-1.4561
-0.3886,-1.9705,-0.6299,1.418,2.2113,-5.7076
0.0751,0.6713,1.0979,-1.7831,-1.1865,0.7075
-0.1698,-0.0028,-1.1368,-1.5299,2.753,-0.612
0.7903,0.6866,2.3219,0.7321,-4.4201,4.5384
-0.4219,-0.8444,-1.5381,-0.7343,0.2852,-1.2716
-1.1675,-0.4091,-4.6176,-1.7278,4.1674,-3.671
-0.211,-1.4881,1.1592,1.3329,-0.8284,0.0246
-1.4922,-4.0367,-2.7135,-0.3833,0.9921,0.4223
-2.0746,0.4344,-0.3001,1.294,1.83,0.2191
-0.1831,-2.0115,-1.4645,-3.529,-1.3312,6.135
1.1165,-0.71,-0.5373,-0.1952,-1.7728,4.5564
-0.5252,0.7653,0.6122,0.8257,2.115,-6.2563
0.5663,1.4523,-0.275,-0.6429,1.5792,-0.9428
-1.5983,1.3365,0.5713,1.7798,0.1898,-1.236
-2.3273,-0.4456,-1.3149,0.4054,0.9925,-3.1855
-0.3874,2.4737,-0.1003,0.0628,1.7791,-4.3493
0.5822,-1.6224,-0.9449,-0.3251,0.249,0.1169
2.5782,0.1019,0.4853,-2.301,-1.8389,4.8623
1.9413,0.3511,1.301,-0.9627,-2.2565,3.4602
-0.777,-1.2252,0.3669,1.7639,0.5392,-1.0768
0.6592,0.5959,1.1181,-1.3353,-0.7202,0.3946
-2.6832,0.1006,-0.4724,0.9683,0.5763,-1.1359
-0.6372,0.8163,1.2574,1.2549,-2.8432,1.5419
0.5145,-1.8917,-1.5131,-2.4364,0.7599,0.6429
1.4257,0.5408,-0.4208,-0.3798,0.6562,-1.1448
-0.5838,1.1595,1.6743,3.4956,-2.8654,-0.2285
-1.2404,-0.574,-0.1316,2.3329,1.4917,-3.5187
-0.3932,-0.5563,1.2263,1.8092,1.237,0.59
1.7011,-0.1965,0.5814,-0.926,-0.6811,1.5666
